,paper_doi,pagerank
86,10.1109/TSP.2003.816758,6.350928782180671
87,10.1109/TWC.2005.846971,6.350928782180671
88,10.1109/MSP.2011.138,6.350928782180671
89,10.1109/4.482187,6.274677943489614
90,10.1109/82.592569,5.811099835695314
91,10.1109/TC.2005.98,5.811099835695314
92,10.1109/MPRV.2005.9,5.811099835695314
93,10.1109/TAP.1986.1143830,5.811099835695314
94,10.1109/CVPR.2005.320,5.811099835695314
95,10.1109/MCOM.2008.4623708,5.811099835695314
96,10.1109/TMTT.2002.807820,5.811099835695314
97,10.1109/JSSC.2003.817256,5.811099835695314
98,10.1109/MPRV.2006.2,5.811099835695314
99,10.1109/JPROC.2002.800726,5.811099835695314
100,10.1109/TAC.1974.1100705,5.811099835695314
101,10.1109/4.760378,5.811099835695314
102,10.1109/5.192069,5.811099835695314
103,10.1109/CVPR.2009.5206596,5.6896383227361085
104,10.1109/63.4347,5.6896383227361085
105,10.1109/MVT.2008.915320,5.001356415967278
106,10.1109/TSMC.1985.6313399,5.001356415967278
107,10.1109/IROS.1995.525827,5.001356415967278
108,10.1109/67.207465,5.001356415967278
109,10.1109/70.736776,5.001356415967278
110,10.1109/TIT.2003.813523,5.001356415967278
111,10.1109/MC.2008.441,5.001356415967278
112,10.1109/49.730453,5.001356415967278
113,10.1109/JSSC.1976.1050739,5.001356415967278
114,10.1109/TAC.1977.1101446,5.001356415967278
115,10.1109/JPROC.2003.821912,5.001356415967278
116,10.1109/TIT.2003.817829,5.001356415967278
117,10.1109/MGRS.2013.2248301,5.001356415967278
118,10.1109/JSSC.2005.858626,5.001356415967278
119,10.1109/T-VT.1987.24115,5.001356415967278
120,10.1109/CVPR.2009.5206754,5.001356415967278
121,10.1109/JSSC.1989.572629,5.001356415967278
122,10.1109/18.825799,5.001356415967278
123,10.1109/TWC.2010.092810.091092,5.001356415967278
124,10.1109/TAP.2003.816391,4.879894903008073
125,10.1109/8.650073,4.879894903008073
126,10.1109/5.237530,4.879894903008073
127,10.1109/22.754877,4.758433390048868
128,10.1109/5.58356,4.191612996239243
129,10.1109/MMM.2009.933592,4.191612996239243
130,10.1109/MCS.2007.338264,4.191612996239243
131,10.1109/TEC.2003.822305,4.191612996239243
132,10.1109/MCOM.2011.5978416,4.191612996239243
133,10.1109/CVPR.2015.7298594,4.191612996239243
134,10.1109/63.844502,4.191612996239243
135,10.1109/IEDM.2005.1609462,4.191612996239243
136,10.1109/PES.2005.1489534,4.191612996239243
137,10.1109/4.568846,4.191612996239243
138,10.1109/PROC.1985.13318,4.191612996239243
139,10.1109/55.43098,4.191612996239243
140,10.1109/IPSN.2005.1440973,4.191612996239243
141,10.1109/ICCV.1998.710815,4.191612996239243
142,10.1109/TASSP.1979.1163209,4.191612996239243
143,10.1109/JSSC.2004.837945,4.191612996239243
144,10.1109/TMTT.2004.839303,4.191612996239243
145,10.1109/JSSC.2003.811979,4.191612996239243
146,10.1109/JSSC.2004.837251,4.191612996239243
147,10.1109/JSSC.1996.542317,4.191612996239243
148,10.1109/4.229400,4.191612996239243
149,10.1109/MEMB.2003.1213625,4.191612996239243
150,10.1109/ICCV.2005.28,4.191612996239243
151,10.1109/JSAC.2012.120401,4.191612996239243
152,10.1109/TCE.2004.1277847,4.191612996239243
153,10.1109/TMTT.2006.875807,4.191612996239243
154,10.1109/TMTT.2004.842479,4.191612996239243
155,10.1109/TIA.2005.853373,4.191612996239243
156,10.1109/TITS.2003.821292,4.191612996239243
157,10.1109/MCOM.2011.5783984,4.070151483280037
158,10.1109/JSAC.2009.091007,4.070151483280037
159,10.1109/ISSCC.2002.993104,4.070151483280037
160,10.1109/JSSC.1987.1052809,4.070151483280037
161,10.1109/MPAE.2005.1507024,4.070151483280037
162,10.1109/MPRV.2009.82,4.070151483280037
163,10.1109/JSSC.1985.1052452,4.070151483280037
164,10.1109/ISSCC.2008.4523298,3.9486899703208325
165,10.1109/JSAC.2013.130205,3.7239861713463025
166,10.1109/5.975900,3.3818695765112072
167,10.1109/CVPR.2004.1315094,3.3818695765112072
168,10.1109/9.847726,3.3818695765112072
169,10.1109/MS.2016.114,3.3818695765112072
170,10.1109/MP.2005.1549751,3.3818695765112072
171,10.1109/ISSCC.2006.1696121,3.3818695765112072
172,10.1109/8.992564,3.3818695765112072
173,10.1109/TKDE.2013.109,3.3818695765112072
174,10.1109/JSSC.2004.842851,3.3818695765112072
175,10.1109/TEC.2002.1009476,3.3818695765112072
176,10.1109/TPWRD.2005.855457,3.3818695765112072
177,10.1109/MC.2005.136,3.3818695765112072
178,10.1109/TPEL.2005.850975,3.3818695765112072
179,10.1109/JDT.2005.852510,3.3818695765112072
180,10.1109/MCOM.2010.5560598,3.3818695765112072
181,10.1109/34.56205,3.3818695765112072
182,10.1109/TGRS.2004.831865,3.3818695765112072
183,10.1109/INFCOM.2003.1209194,3.3818695765112072
184,10.1109/COMST.2016.2532458,3.3818695765112072
185,10.1109/22.899965,3.3818695765112072
186,10.1109/MCOM.2008.4539481,3.3818695765112072
187,10.1109/JSSC.2003.821786,3.3818695765112072
188,10.1109/ACSSC.2004.1399240,3.3818695765112072
189,10.1109/TPEL.2003.810838,3.3818695765112072
190,10.1109/MPAE.2004.1338120,3.3818695765112072
191,10.1109/MWC.2014.7000981,3.3818695765112072
192,10.1109/CVPR.2016.91,3.3818695765112072
193,10.1109/MSP.2010.186,3.3818695765112072
194,10.1109/50.618377,3.3818695765112072
195,10.1109/MCOM.2015.7081071,3.3818695765112072
196,10.1109/70.538972,3.3818695765112072
197,10.1109/4.494195,3.3818695765112072
198,10.1109/TPEL.2004.833456,3.3818695765112072
199,10.1109/ICASSP.2013.6639343,3.3818695765112072
200,10.1109/IEDM.2013.6724605,3.3818695765112072
201,10.1109/TCSVT.2003.815962,3.3818695765112072
202,10.1109/28.195899,3.3818695765112072
203,10.1109/FIT.2012.53,3.3818695765112072
204,10.1109/MCOM.2004.1341264,3.3818695765112072
205,10.1109/MSP.2008.931079,3.3818695765112072
206,10.1109/MPAE.2005.1524622,3.3818695765112072
207,10.1109/16.906451,3.3818695765112072
208,10.1109/MPE.2008.918718,3.3818695765112072
209,10.1109/JSAC.2008.081002,3.3818695765112072
210,10.1109/PROC.1981.11950,3.3818695765112072
211,10.1109/86.895946,3.3818695765112072
212,10.1109/ETS.2013.6569370,3.3818695765112072
213,10.1109/JPROC.2002.808163,3.3818695765112072
214,10.1109/PIMRC.2013.6666209,3.3818695765112072
215,10.1109/MIE.2009.932580,3.3818695765112072
216,10.1109/79.974727,3.3818695765112072
217,10.1109/JIOT.2014.2306328,3.3818695765112072
218,10.1109/MMW.2003.1237476,3.3818695765112072
219,10.1109/MCOM.2009.5307471,3.3818695765112072
220,10.1109/34.730558,3.3818695765112072
221,10.1109/34.121791,3.3818695765112072
222,10.1109/20.43994,3.3818695765112072
223,10.1109/MCD.2005.1438751,3.3818695765112072
224,10.1109/ISSCC.2010.5433921,3.3818695765112072
225,10.1109/TASSP.1981.1163711,3.3818695765112072
226,10.1109/78.258082,3.3818695765112072
227,10.1109/ICRA.2011.5980409,3.3818695765112072
228,10.1109/34.868688,3.3818695765112072
229,10.1109/MWC.2004.1368897,3.3818695765112072
230,10.1109/TPAMI.2003.1177153,3.3818695765112072
231,10.1109/SECPRI.2000.848445,3.3818695765112072
232,10.1109/JSSC.2004.842831,3.3818695765112072
233,10.1109/OPTIM.2010.5510477,3.3818695765112072
234,10.1109/MCOM.2010.5402669,3.3818695765112072
235,10.1109/VLSIT.2012.6242496,3.3818695765112072
236,10.1109/5.940290,3.3818695765112072
237,10.1109/TIT.2004.838089,3.3818695765112072
238,10.1109/MPAE.2007.329194,3.3818695765112072
239,10.1109/61.193906,3.3818695765112072
240,10.1109/4.173122,3.3818695765112072
241,10.1109/TCSII.2005.858754,3.3818695765112072
242,10.1109/TPEL.2004.830090,3.3818695765112072
243,10.1109/PES.2011.6038879,3.3818695765112072
244,10.1109/83.650120,3.3818695765112072
245,10.1109/TMTT.2002.805197,3.3818695765112072
246,10.1109/MAP.2006.1703396,3.3818695765112072
247,10.1109/MCOM.2004.1336724,3.3818695765112072
248,10.1109/MAP.2013.6474484,3.3818695765112072
249,10.1109/5.915374,3.3818695765112072
250,10.1109/4.766813,3.3818695765112072
251,10.1109/TSMCC.2004.829274,3.3818695765112072
252,10.1109/JSSC.2004.837250,3.3818695765112072
253,10.1109/8.560348,3.3818695765112072
254,10.1109/TPWRS.2005.857393,3.3818695765112072
255,10.1109/79.581363,3.3818695765112072
256,10.1109/MCOM.2011.5741160,3.2604080635520023
257,10.1109/MWC.2016.7422408,3.2604080635520023
258,10.1109/TPAMI.2005.223,3.2604080635520023
259,10.1109/ISSCC.2008.4523148,3.2604080635520023
260,10.1109/PROC.1973.9292,3.2604080635520023
261,10.1109/EUCAP.2006.4584864,3.2604080635520023
262,10.1109/ACCESS.2013.2260813,3.2604080635520023
263,10.1109/MIC.2014.2,3.1389465505927965
264,10.1109/ICCV.2015.169,2.9162671101675866
265,10.1109/MCOM.2006.1607864,2.572126156783172
266,10.1109/TUFFC.2007.240,2.572126156783172
267,10.1109/ACCESS.2018.2841987,2.572126156783172
268,10.1109/MMW.2002.1145675,2.572126156783172
269,10.1109/22.989963,2.572126156783172
270,10.1109/JPROC.2002.1021567,2.572126156783172
271,10.1109/8.660976,2.572126156783172
272,10.1109/22.846717,2.572126156783172
273,10.1109/TPAMI.2006.244,2.572126156783172
274,10.1109/MPE.2008.918715,2.572126156783172
275,10.1109/APEC.2008.4522810,2.572126156783172
276,10.1109/4.210039,2.572126156783172
277,10.1109/7361.983469,2.572126156783172
278,10.1109/GLOCOM.2013.6831646,2.572126156783172
279,10.1109/51.993193,2.572126156783172
280,10.1109/TCS.1977.1084296,2.572126156783172
281,10.1109/MAP.2003.1189650,2.572126156783172
282,10.1109/TMC.2003.1233531,2.572126156783172
283,10.1109/8.933489,2.572126156783172
284,10.1109/MWSCAS.2002.1186927,2.572126156783172
285,10.1109/JSSC.2005.858620,2.572126156783172
286,10.1109/TDC.2008.4517192,2.572126156783172
287,10.1109/PDGC.2010.5679963,2.572126156783172
288,10.1109/LAWP.2004.841622,2.572126156783172
289,10.1109/TWC.2006.1638663,2.572126156783172
290,10.1109/MCOM.2012.6146491,2.572126156783172
291,10.1109/TNET.2004.828953,2.572126156783172
292,10.1109/MAP.2005.1436217,2.572126156783172
293,10.1109/CIVVS.2009.4938723,2.572126156783172
294,10.1109/TPEL.2002.807188,2.572126156783172
295,10.1109/MRA.2008.927979,2.572126156783172
296,10.1109/TCOMM.2003.818096,2.572126156783172
297,10.1109/TIE.2002.801052,2.572126156783172
298,10.1109/4.868049,2.572126156783172
299,10.1109/41.793345,2.572126156783172
300,10.1109/49.414651,2.572126156783172
301,10.1109/18.382009,2.572126156783172
302,10.1109/JPROC.2014.2299397,2.572126156783172
303,10.1109/TAC.1971.1099826,2.572126156783172
304,10.1109/TUFFC.2014.2882,2.572126156783172
305,10.1109/TWC.2013.031813.120224,2.572126156783172
306,10.1109/JSSC.2002.806266,2.572126156783172
307,10.1109/TMTT.2006.872923,2.572126156783172
308,10.1109/TEC.2006.874210,2.572126156783172
309,10.1109/MC.2011.187,2.572126156783172
310,10.1109/PROC.1987.13927,2.572126156783172
311,10.1109/20.951324,2.572126156783172
312,10.1109/MMM.2009.933590,2.572126156783172
313,10.1109/ISSCC.2013.6487766,2.572126156783172
314,10.1109/MWC.2014.6812298,2.572126156783172
315,10.1109/5.931486,2.572126156783172
316,10.1109/IECON.2009.5415238,2.572126156783172
317,10.1109/MCOM.2013.6525591,2.572126156783172
318,10.1109/ISSCC.2007.373462,2.572126156783172
319,10.1109/MNET.2016.7389830,2.572126156783172
320,10.1109/61.772353,2.572126156783172
321,10.1109/MSP.2012.2235192,2.572126156783172
322,10.1109/TVCG.2005.63,2.572126156783172
323,10.1109/TMTT.2004.823552,2.572126156783172
324,10.1109/CVPR.2010.5540226,2.572126156783172
325,10.1109/79.974724,2.572126156783172
326,10.1109/4.126534,2.572126156783172
327,10.1109/TCST.2005.854320,2.572126156783172
328,10.1109/JPROC.2005.849726,2.572126156783172
329,10.1109/CVPR.2015.7298965,2.572126156783172
330,10.1109/ASPDAC.2012.6164978,2.572126156783172
331,10.1109/7260.989863,2.572126156783172
332,10.1109/ICCV.2003.1238308,2.572126156783172
333,10.1109/CICC.2008.4672032,2.572126156783172
334,10.1109/TCSII.2005.850781,2.572126156783172
335,10.1109/TEC.2006.874230,2.572126156783172
336,10.1109/LED.2002.1015207,2.572126156783172
337,10.1109/CICC.2000.852732,2.572126156783172
338,10.1109/PROC.1985.13298,2.572126156783172
339,10.1109/WSC.2009.5429318,2.572126156783172
340,10.1109/61.19265,2.572126156783172
341,10.1109/TPWRS.2005.857942,2.572126156783172
342,10.1109/ISMAR.2007.4538819,2.572126156783172
343,10.1109/ISSCC.2018.8310207,2.572126156783172
344,10.1109/TAP.2003.818010,2.572126156783172
345,10.1109/TAP.2003.811080,2.572126156783172
346,10.1109/IM.2001.924423,2.572126156783172
347,10.1109/TED.2007.894376,2.572126156783172
348,10.1109/MNET.2013.6616116,2.572126156783172
349,10.1109/5.301684,2.572126156783172
350,10.1109/EPQU.2007.4424220,2.572126156783172
351,10.1109/TCOMM.2003.809789,2.572126156783172
352,10.1109/JIOT.2016.2612119,2.572126156783172
353,10.1109/4.720394,2.572126156783172
354,10.1109/TCAPT.2005.859672,2.572126156783172
355,10.1109/TCSI.2005.852923,2.572126156783172
356,10.1109/FPS.2005.204210,2.572126156783172
357,10.1109/TCSI.2005.854141,2.572126156783172
358,10.1109/TMTT.2005.859864,2.572126156783172
359,10.1109/IEDM.2015.7409760,2.572126156783172
360,10.1109/PES.2009.5275343,2.572126156783172
361,10.1109/79.489268,2.572126156783172
362,10.1109/34.969114,2.572126156783172
363,10.1109/MMM.2009.932081,2.572126156783172
364,10.1109/TSG.2010.2046347,2.572126156783172
365,10.1109/IAS.2005.1518705,2.572126156783172
366,10.1109/JSSC.2005.856584,2.572126156783172
367,10.1109/IEDM.2003.1269442,2.572126156783172
368,10.1109/18.641562,2.572126156783172
369,10.1109/MPE.2008.918703,2.572126156783172
370,10.1109/RADAR.2005.1435950,2.572126156783172
371,10.1109/78.978374,2.572126156783172
372,10.1109/PES.2005.1489688,2.572126156783172
373,10.1109/TAP.2003.817559,2.572126156783172
374,10.1109/IEDM.2011.6131582,2.572126156783172
375,10.1109/TMTT.2002.806937,2.572126156783172
376,10.1109/CVPR.2008.4587647,2.572126156783172
377,10.1109/JSSC.2005.857430,2.572126156783172
378,10.1109/MCOM.2016.7497762,2.572126156783172
379,10.1109/JAS.2017.7510736,2.572126156783172
380,10.1109/IEDM.2005.1609253,2.572126156783172
381,10.1109/MSP.2005.1550190,2.572126156783172
382,10.1109/COMPEL.2006.305678,2.572126156783172
383,10.1109/35.54342,2.572126156783172
384,10.1109/UKSim.2014.67,2.572126156783172
385,10.1002/9781119078166.ch1,2.572126156783172
386,10.1109/TPAMI.2006.21,2.572126156783172
387,10.1109/LMWC.2005.859011,2.572126156783172
388,10.1109/MCOM.2009.4907410,2.572126156783172
389,10.1109/PES.2008.4596800,2.572126156783172
390,10.1109/MC.2003.1250885,2.572126156783172
391,10.1109/TIFS.2006.873602,2.572126156783172
392,10.1109/4.972142,2.572126156783172
393,10.1109/52.914732,2.572126156783172
394,10.1109/HPCC.2008.172,2.572126156783172
395,10.1109/VPPC.2008.4677669,2.572126156783172
396,10.1109/JSSC.2005.858481,2.572126156783172
397,10.1109/ACSSC.2004.1399141,2.572126156783172
398,10.1109/63.903988,2.572126156783172
399,10.1109/TIP.2005.851684,2.572126156783172
400,10.1109/TASSP.1984.1164317,2.572126156783172
401,10.1109/TAES.1983.309350,2.572126156783172
402,10.1109/TPWRS.2002.807113,2.572126156783172
403,10.1109/ECCE.2009.5316356,2.572126156783172
404,10.1109/NRC.2004.1316398,2.572126156783172
405,10.1109/60.921466,2.572126156783172
406,10.1109/JSAC.2006.879351,2.572126156783172
407,10.1109/TSMCC.2007.905750,2.572126156783172
408,10.1109/MPE.2011.941320,2.572126156783172
409,10.1109/ROBOT.1985.1087247,2.572126156783172
410,10.1109/ROBOT.2005.1570447,2.572126156783172
411,10.1109/TPWRD.2003.813873,2.572126156783172
412,10.1109/PROC.1967.5573,2.572126156783172
413,10.1109/JQE.1987.1073206,2.572126156783172
414,10.1109/TBC.2002.804034,2.572126156783172
415,10.1109/TPEL.2005.869728,2.572126156783172
416,10.1109/MS.2005.129,2.572126156783172
417,10.1109/TCST.2005.847331,2.572126156783172
418,10.1109/MSP.2005.1458287,2.572126156783172
419,10.1109/SURV.2008.080406,2.572126156783172
420,10.1109/18.910572,2.572126156783172
421,10.1109/LMWC.2002.803188,2.572126156783172
422,10.1109/MSP.2011.85,2.572126156783172
423,10.1109/INFCOM.2013.6567024,2.572126156783172
424,10.1109/TSP.2005.857024,2.572126156783172
425,10.1109/36.898661,2.572126156783172
426,10.1109/TIE.2006.870658,2.572126156783172
427,10.1109/5.838084,2.572126156783172
428,10.1109/PESS.2000.868775,2.572126156783172
429,10.1109/TMAG.2006.875842,2.572126156783172
430,10.1109/MC.2015.12,2.572126156783172
431,10.1109/JSSC.1975.1050629,2.572126156783172
432,10.1109/GLOCOM.2014.7037248,2.572126156783172
433,10.1109/8.774151,2.572126156783172
434,10.1109/TPWRS.2005.846206,2.572126156783172
435,10.1109/TIA.1981.4503992,2.572126156783172
436,10.1109/70.938381,2.572126156783172
437,10.1109/CVPR.2009.5206848,2.572126156783172
438,10.1109/MPE.2008.931392,2.572126156783172
439,10.1109/ICASSP.2013.6638947,2.572126156783172
440,10.1109/JSSC.2005.857425,2.572126156783172
441,10.1109/SURV.2009.090202,2.572126156783172
442,10.1109/EPE.2005.219501,2.572126156783172
443,10.1109/TAP.2006.875499,2.572126156783172
444,10.1109/37.969131,2.572126156783172
445,10.1109/JSSC.2005.857418,2.572126156783172
446,10.1109/18.748992,2.572126156783172
447,10.1109/TPEL.2003.823196,2.572126156783172
448,10.1109/VPPC.2008.4677738,2.572126156783172
449,10.1109/CVPR.2009.5206515,2.572126156783172
450,10.1109/60.507648,2.572126156783172
451,10.1109/COMST.2005.1593279,2.572126156783172
452,10.1109/5.554222,2.572126156783172
453,10.1109/22.989962,2.572126156783172
454,10.1109/72.279181,2.572126156783172
455,10.1109/JSSC.2005.845981,2.572126156783172
456,10.1109/TPEL.2006.872378,2.572126156783172
457,10.1109/TPWRD.2003.820204,2.572126156783172
458,10.1109/70.976023,2.572126156783172
459,10.1109/TIE.2006.881997,2.572126156783172
460,10.1109/4.760369,2.572126156783172
461,10.1109/4.987090,2.572126156783172
462,10.1109/TAP.2004.841339,2.572126156783172
463,10.1109/TCST.2003.815606,2.572126156783172
464,10.1109/TASSP.1978.1163154,2.572126156783172
465,10.1109/IEDM.2011.6131606,2.572126156783172
466,10.1109/MCOM.2015.7120022,2.572126156783172
467,10.1109/S3S.2015.7333521,2.572126156783172
468,10.1109/INFCOM.2012.6195606,2.572126156783172
469,10.1109/TSP.2002.1003065,2.572126156783172
470,10.1109/JSSC.2004.837247,2.572126156783172
471,10.1109/WCNC.2006.1683469,2.572126156783172
472,10.1109/JSTSP.2010.2093210,2.572126156783172
473,10.1109/INFCOM.2002.1019408,2.572126156783172
474,10.1109/TCCN.2017.2758370,2.572126156783172
475,10.4108/icst.5gu.2014.258061,2.572126156783172
476,10.1109/2.30720,2.572126156783172
477,10.1109/MCOM.2011.5741146,2.4506646438239663
478,10.1109/JSAC.2003.809458,2.4506646438239663
479,10.1109/MCOM.2012.6231296,2.4506646438239663
480,10.1109/MCSE.2007.53,2.4506646438239663
481,10.1109/HPCC.2008.38,2.4506646438239663
482,10.1109/TWC.2006.1638664,2.4506646438239663
483,10.1109/SURV.2009.090304,2.4506646438239663
484,10.1109/41.925586,2.4506646438239663
485,10.1109/SURV.2014.012314.00178,2.4506646438239663
486,10.1109/JPROC.2017.2695485,2.4506646438239663
487,10.1109/TIA.2005.847285,2.4506646438239663
488,10.1109/TPAMI.2003.1195991,2.4506646438239663
489,10.1109/IVS.2005.1505111,2.4506646438239663
490,10.1109/JSSC.2003.820870,2.4506646438239663
491,10.1109/ISSCC.2010.5433870,2.4506646438239663
492,10.1109/PES.2006.1708993,2.4506646438239663
493,10.1109/PES.2006.1709179,2.4506646438239663
494,10.1109/4.818916,2.4506646438239663
495,10.1109/55.954910,2.4506646438239663
496,10.1109/JSSC.2007.894325,2.4506646438239663
497,10.1109/ISSPA.2012.6310529,2.4506646438239663
498,10.1109/MIC.2017.37,2.4506646438239663
499,10.1109/PESW.2001.916993,2.3608890899709993
500,10.1109/59.119237,2.3608890899709993
501,10.1109/TEC.2006.875476,2.1672544469191535
502,10.1109/IEMDC.2005.195776,2.1672544469191535
503,10.1109/SDN4FNS.2013.6702549,1.762382737055136
504,10.1109/TPAMI.2013.50,1.762382737055136
505,10.1109/MMM.2009.934518,1.762382737055136
506,10.1109/79.962275,1.762382737055136
507,10.1109/HPCA.2008.4658633,1.762382737055136
508,10.1109/ISIE.2008.4676896,1.762382737055136
509,10.1109/MSP.2009.26,1.762382737055136
510,10.1109/TCE.2010.5506047,1.762382737055136
511,10.1109/ICBDACI.2017.8070809,1.762382737055136
512,10.1109/TED.2005.850652,1.762382737055136
513,10.1109/JSSC.2005.859025,1.762382737055136
514,10.1109/ICRA.2012.6225009,1.762382737055136
515,10.1109/ACCESS.2019.2906402,1.762382737055136
516,10.1109/PES.2009.5275317,1.762382737055136
517,10.1109/ICECCT.2019.8869364,1.762382737055136
518,10.1109/TPWRS.2004.836189,1.762382737055136
519,10.1109/GLOCOMW.2013.6824990,1.762382737055136
520,10.1109/MCOM.2014.6871666,1.762382737055136
521,10.1109/TPEL.2010.2077682,1.762382737055136
522,10.1109/RFIC.2018.8429035,1.762382737055136
523,10.1109/TIE.2004.841088,1.762382737055136
524,10.1109/TEC.2004.842357,1.762382737055136
525,10.1109/TCSII.2005.853966,1.762382737055136
526,10.1109/RFIC.2008.4561422,1.762382737055136
527,10.1109/IECON.2005.1569139,1.762382737055136
528,10.1109/ISSCC.2012.6176995,1.762382737055136
529,10.1109/SysEng.2017.8088251,1.762382737055136
530,10.1109/MCAS.2007.4299439,1.762382737055136
531,10.1109/5.56910,1.762382737055136
532,10.1109/TSC.2017.2711009,1.762382737055136
533,10.1109/JPROC.2006.884093,1.762382737055136
534,10.1109/CVPR.2012.6248018,1.762382737055136
535,10.1109/PIMRC.2009.5449856,1.762382737055136
536,10.1109/26.701317,1.762382737055136
537,10.1109/JSSC.2003.820843,1.762382737055136
538,10.1109/2.895117,1.762382737055136
539,10.1109/COMST.2016.2610963,1.762382737055136
540,10.1109/COBEP.2009.5347688,1.762382737055136
541,10.1109/pesc.2006.1712059,1.762382737055136
542,10.1109/PROC.1979.11409,1.762382737055136
543,10.1109/CCAA.2016.7813916,1.762382737055136
544,10.1109/TNSRE.2005.847354,1.762382737055136
545,10.1109/JPROC.2002.801448,1.762382737055136
546,10.1109/JSSC.2012.2197239,1.762382737055136
547,10.1109/TAP.2004.838796,1.762382737055136
548,10.1109/MWC.2013.6590049,1.762382737055136
549,10.1109/TCSII.2005.850521,1.762382737055136
550,10.1109/JSSC.1977.1050882,1.762382737055136
551,10.1109/TVT.2005.847445,1.762382737055136
552,10.1109/RFIC.2005.1489847,1.762382737055136
553,10.1109/MCOM.2014.6736748,1.762382737055136
554,10.1109/ROBOT.2010.5509920,1.762382737055136
555,10.1109/TMTT.2016.2570212,1.762382737055136
